id,price
189196,11174.868
189197,15266.982
189198,33054.805
189199,13929.0625
189200,28879.535
189201,27333.771
189202,13247.919
189203,29432.094
189204,14147.197
189205,37730.55
189206,41130.848
189207,103792.88
189208,22508.156
189209,33520.117
189210,76546.11
189211,10792.712
189212,12989.782
189213,35127.355
189214,118114.77
189215,34655.3
189216,61767.49
189217,45645.82
189218,74378.266
189219,13373.84
189220,40539.53
189221,42301.582
189222,34840.766
189223,50906.17
189224,20970.426
189225,28980.23
189226,58688.117
189227,39584.855
189228,15884.744
189229,77144.914
189230,20073.33
189231,53975.188
189232,36843.54
189233,28502.318
189234,44691.6
189235,55549.258
189236,65699.91
189237,22309.002
189238,40821.562
189239,13018.701
189240,34630.023
189241,14149.273
189242,9810.863
189243,93785.93
189244,32624.479
189245,31009.418
189246,14375.274
189247,50903.82
189248,62859.523
189249,21618.854
189250,17941.041
189251,42466.73
189252,24734.033
189253,79620.71
189254,23687.578
189255,29686.791
189256,25988.076
189257,38873.47
189258,10869.354
189259,34593.133
189260,26025.285
189261,63366.656
189262,26020.393
189263,58415.492
189264,60438.824
189265,42815.47
189266,48018.25
189267,61303.68
189268,87045.66
189269,23455.143
189270,41187.39
189271,84773.3
189272,60738.3
189273,70533.72
189274,99524.07
189275,67115.6
189276,40637.61
189277,33426.777
189278,39020.38
189279,128851.78
189280,52963.945
189281,19310.395
189282,54840.625
189283,63078.316
189284,45994.527
189285,27384.518
189286,13282.59
189287,50054.113
189288,74026.016
189289,15784.893
189290,37317.973
189291,52554.043
189292,12255.486
189293,39505.71
189294,35320.594
189295,14379.604
189296,16467.244
189297,31779.725
189298,59491.086
189299,36001.76
189300,175706.88
189301,13331.115
189302,48805.094
189303,20228.916
189304,54714.26
189305,39263.31
189306,40995.355
189307,72742.71
189308,47914.117
189309,40121.844
189310,47408.074
189311,50303.043
189312,32583.902
189313,76858.15
189314,42803.69
189315,63913.816
189316,98178.42
189317,33207.38
189318,11683.429
189319,15740.1045
189320,50337.695
189321,63683.79
189322,16104.197
189323,9125.31
189324,66517.84
189325,29720.719
189326,9788.833
189327,13694.632
189328,61550.074
189329,26240.076
189330,52499.05
189331,69285.63
189332,43810.285
189333,18873.19
189334,14992.98
189335,22502.05
189336,8781.029
189337,12330.185
189338,40829.246
189339,47890.63
189340,24470.959
189341,79922.98
189342,31861.453
189343,54814.93
189344,28147.91
189345,31583.535
189346,11239.622
189347,53090.074
189348,77632.86
189349,50037.03
189350,30915.5
189351,67671.09
189352,63515.977
189353,10403.476
189354,68484.164
189355,24400.48
189356,23252.412
189357,22141.041
189358,78528.08
189359,18682.674
189360,155635.62
189361,8715.908
189362,21983.115
189363,78472.3
189364,22311.709
189365,113606.16
189366,16668.873
189367,34945.9
189368,61701.12
189369,50408.81
189370,13498.141
189371,41855.01
189372,14948.509
189373,112123.29
189374,28012.816
189375,41533.715
189376,10240.882
189377,12840.797
189378,33369.4
189379,61673.527
189380,21251.463
189381,33625.195
189382,56912.0
189383,49501.75
189384,16762.34
189385,60078.52
189386,29733.627
189387,9924.461
189388,41711.84
189389,78851.17
189390,65074.51
189391,32476.21
189392,10292.541
189393,13237.676
189394,11058.863
189395,11091.352
189396,21649.24
189397,124767.445
189398,16628.566
189399,26026.465
189400,33870.395
189401,40261.918
189402,52869.664
189403,40575.855
189404,47092.83
189405,101124.12
189406,36555.87
189407,54333.68
189408,77501.12
189409,25628.662
189410,84843.805
189411,53767.023
189412,38318.152
189413,113508.38
189414,135427.8
189415,36207.08
189416,24393.234
189417,17378.146
189418,47248.48
189419,26263.967
189420,33579.996
189421,78564.22
189422,79474.96
189423,42433.113
189424,80953.84
189425,45422.09
189426,9586.978
189427,44427.992
189428,15113.568
189429,17877.543
189430,19967.857
189431,37431.93
189432,21256.662
189433,84835.234
189434,35223.56
189435,19317.617
189436,20154.953
189437,19881.846
189438,21921.748
189439,12895.059
189440,38684.984
189441,55646.746
189442,62652.39
189443,94501.68
189444,20988.727
189445,64890.13
189446,104222.54
189447,13908.633
189448,80244.57
189449,7676.882
189450,38140.203
189451,37337.15
189452,19059.482
189453,30467.064
189454,39529.98
189455,24847.207
189456,92009.766
189457,9843.871
189458,91648.91
189459,20170.705
189460,31123.104
189461,51274.586
189462,57289.32
189463,33546.66
189464,27580.893
189465,60657.4
189466,13892.801
189467,36983.16
189468,19039.059
189469,15130.773
189470,85020.07
189471,67376.71
189472,47659.785
189473,9341.545
189474,65500.297
189475,24970.11
189476,47131.707
189477,34122.688
189478,45368.867
189479,40003.656
189480,11544.147
189481,61358.51
189482,17102.8
189483,106042.06
189484,23805.846
189485,10012.077
189486,36282.438
189487,12824.744
189488,16329.376
189489,172614.94
189490,48095.484
189491,65669.2
189492,37976.81
189493,23516.887
189494,109982.93
189495,11947.582
189496,57003.953
189497,51866.227
189498,22362.404
189499,86274.66
189500,15733.762
189501,12430.819
189502,17295.031
189503,40781.184
189504,19741.389
189505,49835.52
189506,41744.816
189507,49971.56
189508,44551.73
189509,56882.258
189510,22961.127
189511,18656.486
189512,40507.496
189513,56059.367
189514,11321.425
189515,52297.766
189516,10443.152
189517,10818.929
189518,51406.64
189519,18746.951
189520,41927.395
189521,54883.652
189522,39922.48
189523,51043.484
189524,22225.24
189525,77720.336
189526,16905.033
189527,47307.54
189528,49240.906
189529,54701.61
189530,41080.4
189531,11335.532
189532,18607.08
189533,79912.734
189534,91118.67
189535,69351.836
189536,55325.707
189537,52673.08
189538,42550.414
189539,35321.76
189540,25291.594
189541,10872.037
189542,50818.12
189543,30885.059
189544,44973.41
189545,9278.489
189546,48027.867
189547,67047.195
189548,54876.242
189549,139370.47
189550,41845.8
189551,20166.703
189552,81348.914
189553,78518.59
189554,37908.34
189555,87920.45
189556,26006.447
189557,27301.355
189558,106070.625
189559,200296.45
189560,102088.914
189561,53369.51
189562,54343.85
189563,27415.057
189564,19723.07
189565,53635.066
189566,57105.16
189567,74326.39
189568,10187.425
189569,45674.793
189570,16266.739
189571,24953.473
189572,17879.955
189573,66723.48
189574,23956.625
189575,69390.04
189576,75204.85
189577,54684.348
189578,53665.68
189579,66094.695
189580,36258.457
189581,16433.336
189582,89282.945
189583,46311.832
189584,57462.402
189585,84455.414
189586,48982.824
189587,9436.625
189588,62925.88
189589,54698.87
189590,53803.973
189591,41515.594
189592,47981.25
189593,74834.914
189594,48753.438
189595,23528.688
189596,54396.926
189597,24280.488
189598,9764.075
189599,58862.996
189600,51091.68
189601,82744.63
189602,55354.043
189603,84296.18
189604,29577.56
189605,65729.555
189606,62828.582
189607,48620.344
189608,28791.559
189609,97254.805
189610,82014.53
189611,80381.59
189612,48802.445
189613,25090.324
189614,14315.352
189615,54274.402
189616,62544.2
189617,68430.32
189618,9745.755
189619,57498.785
189620,9787.371
189621,19191.295
189622,50261.645
189623,19847.65
189624,27854.602
189625,44272.523
189626,53241.684
189627,21097.195
189628,98028.01
189629,28051.623
189630,9751.115
189631,43067.99
189632,41776.367
189633,54046.71
189634,39157.695
189635,47001.598
189636,9990.832
189637,13140.76
189638,14260.287
189639,43690.832
189640,109976.11
189641,20842.385
189642,51072.934
189643,21804.582
189644,8849.66
189645,59689.86
189646,33061.797
189647,46590.75
189648,21433.043
189649,39172.25
189650,55461.625
189651,77760.91
189652,17344.994
189653,57401.473
189654,41711.996
189655,69914.82
189656,57236.44
189657,18845.824
189658,30509.908
189659,52075.73
189660,16048.36
189661,48947.125
189662,18637.822
189663,62070.39
189664,60877.184
189665,43913.617
189666,22249.137
189667,35367.645
189668,41743.83
189669,27050.584
189670,36589.496
189671,16634.402
189672,68487.375
189673,44604.05
189674,20748.719
189675,23631.213
189676,14677.948
189677,134553.6
189678,28804.273
189679,30204.807
189680,87153.68
189681,33102.94
189682,24650.258
189683,26764.898
189684,18248.299
189685,87544.16
189686,9000.989
189687,9343.756
189688,8112.0654
189689,24025.873
189690,30622.338
189691,37749.81
189692,10982.135
189693,47003.703
189694,18431.97
189695,70552.516
189696,71474.24
189697,17210.664
189698,16491.555
189699,11577.456
189700,12646.409
189701,17921.484
189702,104105.16
189703,9615.491
189704,58571.98
189705,59701.98
189706,30159.252
189707,49742.523
189708,18161.398
189709,12207.537
189710,13615.885
189711,20812.703
189712,19309.47
189713,13898.618
189714,28716.682
189715,10123.704
189716,64191.547
189717,41127.434
189718,8764.863
189719,10265.091
189720,49957.895
189721,12419.665
189722,24749.49
189723,31532.73
189724,10648.679
189725,27276.664
189726,60752.3
189727,14602.109
189728,57306.84
189729,19146.14
189730,69937.016
189731,29221.494
189732,72333.38
189733,60273.996
189734,11943.449
189735,50732.465
189736,14705.562
189737,20981.021
189738,63198.746
189739,74833.07
189740,29782.348
189741,84488.06
189742,36594.22
189743,15830.017
189744,63806.8
189745,34163.055
189746,20417.018
189747,36571.312
189748,49311.496
189749,18491.186
189750,9846.68
189751,38926.984
189752,14797.818
189753,59715.016
189754,48970.28
189755,83140.836
189756,9794.847
189757,69652.48
189758,9257.781
189759,113029.36
189760,60834.816
189761,14889.778
189762,74420.086
189763,15069.196
189764,58107.9
189765,27820.918
189766,90360.0
189767,12436.199
189768,14740.23
189769,10067.133
189770,39979.324
189771,12397.523
189772,13977.878
189773,55436.56
189774,44222.883
189775,23785.61
189776,102293.586
189777,12593.595
189778,17485.33
189779,49372.582
189780,10342.2705
189781,9881.02
189782,47329.656
189783,108081.33
189784,65611.375
189785,61264.727
189786,66984.61
189787,93183.79
189788,47567.97
189789,16546.572
189790,24479.854
189791,26720.85
189792,8820.676
189793,42185.684
189794,80573.195
189795,77417.04
189796,71349.92
189797,27156.223
189798,26831.715
189799,39659.46
189800,28888.275
189801,55478.977
189802,58643.312
189803,18218.61
189804,9806.5205
189805,40037.758
189806,33940.023
189807,10104.87
189808,14854.484
189809,49785.28
189810,10997.199
189811,59247.113
189812,70493.45
189813,75131.914
189814,41248.316
189815,12245.268
189816,19924.791
189817,73139.84
189818,30228.46
189819,34418.207
189820,40861.832
189821,52918.848
189822,31142.47
189823,18059.816
189824,92778.53
189825,62856.645
189826,21037.666
189827,27044.941
189828,30877.09
189829,25518.633
189830,10262.795
189831,49872.33
189832,54298.258
189833,42636.46
189834,9993.687
189835,14310.534
189836,61117.36
189837,36104.33
189838,22065.16
189839,35782.176
189840,88498.74
189841,39218.53
189842,21611.502
189843,22226.936
189844,24414.883
189845,49124.54
189846,28825.645
189847,96084.97
189848,45155.965
189849,15127.215
189850,31371.732
189851,76059.81
189852,12869.799
189853,40839.273
189854,49075.113
189855,8728.265
189856,23580.828
189857,14799.819
189858,40222.63
189859,42600.543
189860,10781.747
189861,18638.312
189862,20625.557
189863,24107.715
189864,71522.24
189865,48609.55
189866,16726.107
189867,71113.234
189868,31841.588
189869,39119.727
189870,39168.496
189871,51489.484
189872,16320.059
189873,31754.12
189874,38455.668
189875,33518.105
189876,43070.742
189877,44826.137
189878,56542.02
189879,64583.867
189880,17474.37
189881,84686.48
189882,61965.125
189883,28047.033
189884,32908.695
189885,37004.03
189886,66851.53
189887,40646.434
189888,124145.15
189889,25226.023
189890,25013.54
189891,24804.873
189892,43539.95
189893,21393.166
189894,28858.08
189895,32185.05
189896,19268.473
189897,28988.646
189898,68783.33
189899,21992.7
189900,18145.871
189901,40382.1
189902,14729.004
189903,52447.02
189904,270462.7
189905,36314.16
189906,65744.875
189907,76214.01
189908,16338.044
189909,61308.426
189910,15322.35
189911,78203.85
189912,83090.695
189913,13969.416
189914,58269.16
189915,48844.543
189916,60766.492
189917,68069.234
189918,23575.35
189919,62484.934
189920,63069.76
189921,53859.188
189922,23281.127
189923,70733.8
189924,22123.498
189925,48958.375
189926,83253.63
189927,16054.937
189928,74894.4
189929,78090.5
189930,11172.004
189931,45218.035
189932,30906.13
189933,16831.982
189934,22832.002
189935,9670.002
189936,32697.492
189937,9608.401
189938,20721.635
189939,9086.352
189940,33229.832
189941,56375.9
189942,51452.363
189943,46451.4
189944,73105.57
189945,21902.123
189946,23914.383
189947,10633.632
189948,59269.215
189949,16261.289
189950,17070.65
189951,42888.836
189952,86222.695
189953,38433.23
189954,8256.734
189955,11525.66
189956,10601.696
189957,48251.42
189958,29563.21
189959,100709.29
189960,50518.85
189961,65597.375
189962,68157.914
189963,30866.176
189964,56661.64
189965,13156.85
189966,12409.055
189967,47755.074
189968,42082.777
189969,24305.443
189970,10655.588
189971,50551.605
189972,83408.04
189973,49871.688
189974,51043.703
189975,60651.47
189976,14090.649
189977,38271.402
189978,8840.025
189979,49286.246
189980,84387.18
189981,31399.766
189982,40087.785
189983,20658.074
189984,46160.395
189985,47478.875
189986,58004.03
189987,31203.275
189988,9253.32
189989,81620.69
189990,64054.22
189991,56959.734
189992,22272.582
189993,114838.625
189994,28747.158
189995,34121.684
189996,67542.66
189997,12591.159
189998,37581.97
189999,22254.443
190000,62949.01
190001,66854.56
190002,28608.852
190003,38638.844
190004,30464.42
190005,35742.223
190006,85292.81
190007,39513.746
190008,80745.45
190009,37849.547
190010,29028.3
190011,53691.39
190012,60120.09
190013,79609.27
190014,27454.666
190015,28937.33
190016,9751.655
190017,24682.246
190018,50153.5
190019,67444.87
190020,22736.127
190021,63515.67
190022,57551.883
190023,34812.348
190024,79730.586
190025,32220.121
190026,35360.812
190027,11915.974
190028,23340.639
190029,38905.008
190030,30990.668
190031,49929.004
190032,42756.523
190033,22737.37
190034,9264.676
190035,49921.39
190036,13400.515
190037,33591.273
190038,53720.832
190039,28213.586
190040,12531.957
190041,37320.855
190042,65669.63
190043,111834.89
190044,10658.319
190045,22181.133
190046,17604.664
190047,34041.97
190048,12865.966
190049,61804.258
190050,98637.23
190051,21944.207
190052,23545.986
190053,27235.25
190054,16401.855
190055,17838.92
190056,10709.892
190057,17039.8
190058,77832.164
190059,19399.838
190060,38403.582
190061,59076.52
190062,76935.766
190063,49888.523
190064,59677.785
190065,22520.273
190066,97516.1
190067,44142.168
190068,65642.11
190069,58336.83
190070,64234.984
190071,12860.572
190072,45076.832
190073,9495.15
190074,44179.7
190075,50904.527
190076,21961.854
190077,48622.367
190078,9819.767
190079,22815.434
190080,51175.336
190081,45579.832
190082,51990.043
190083,51001.8
190084,9366.127
190085,56927.96
190086,31798.86
190087,60885.676
190088,17416.98
190089,20978.088
190090,16383.756
190091,12993.017
190092,13813.235
190093,64022.953
190094,47977.85
190095,10001.222
190096,15790.733
190097,46368.72
190098,54703.363
190099,25130.346
190100,31066.805
190101,42593.047
190102,11522.569
190103,37518.176
190104,28729.621
190105,33698.87
190106,41772.895
190107,11427.548
190108,107542.445
190109,98662.28
190110,66913.45
190111,10992.219
190112,33987.438
190113,88680.97
190114,61231.566
190115,12450.524
190116,32265.01
190117,56141.105
190118,24105.898
190119,37317.973
190120,16585.846
190121,13771.4795
190122,54655.043
190123,44883.773
190124,34430.145
190125,105599.33
190126,41338.43
190127,27392.004
190128,97495.63
190129,11984.401
190130,63684.68
190131,55543.4
190132,10545.677
190133,38571.367
190134,53472.473
190135,22410.36
190136,12346.972
190137,53662.95
190138,40701.566
190139,21704.342
190140,31303.389
190141,23608.46
190142,18749.783
190143,27527.418
190144,45647.223
190145,78319.79
190146,128755.836
190147,79209.375
190148,13290.779
190149,22918.87
190150,50665.902
190151,53982.516
190152,32365.838
190153,14452.534
190154,34050.812
190155,35729.473
190156,26851.025
190157,64315.26
190158,53784.164
190159,14801.526
190160,42705.36
190161,36461.75
190162,21145.049
190163,15868.887
190164,15071.725
190165,25598.082
190166,43812.062
190167,10606.629
190168,43524.68
190169,67200.586
190170,56698.836
190171,42081.848
190172,39288.93
190173,18680.004
190174,29597.303
190175,64856.027
190176,47193.844
190177,13891.844
190178,65033.766
190179,84532.11
190180,16776.176
190181,59406.086
190182,7956.9824
190183,20020.896
190184,40247.336
190185,27838.842
190186,12228.534
190187,54377.82
190188,68557.54
190189,40320.145
190190,50035.47
190191,16518.176
190192,53895.41
190193,45083.652
190194,84223.32
190195,59023.984
190196,16719.166
190197,65389.88
190198,200676.38
190199,55588.766
190200,63033.375
190201,15731.042
190202,147669.98
190203,50140.023
190204,21051.96
190205,12841.465
190206,27122.092
190207,69286.12
190208,19098.186
190209,28965.893
190210,63549.387
190211,71507.414
190212,73096.39
190213,34028.652
190214,25903.537
190215,63988.3
190216,48959.324
190217,43130.75
190218,52476.254
190219,55361.086
190220,37087.727
190221,37454.51
190222,71521.5
190223,27541.184
190224,36569.582
190225,32390.107
190226,29780.832
190227,10926.99
190228,10946.38
190229,63904.55
190230,21527.934
190231,10366.187
190232,35314.957
190233,27801.922
190234,50784.83
190235,12143.496
190236,81750.89
190237,54807.63
190238,73811.72
190239,98595.08
190240,48475.918
190241,29721.459
190242,47364.395
190243,41390.156
190244,59538.18
190245,46080.703
190246,58132.324
190247,72385.766
190248,69997.39
190249,52588.75
190250,19198.564
190251,12402.64
190252,26774.268
190253,55318.258
190254,53233.47
190255,8243.184
190256,24589.135
190257,16082.388
190258,37396.688
190259,22006.64
190260,24461.879
190261,41380.562
190262,8795.451
190263,16601.523
190264,25166.713
190265,93798.766
190266,46418.305
190267,27191.178
190268,15302.969
190269,64164.01
190270,43850.867
190271,37756.88
190272,23049.463
190273,10733.371
190274,55350.156
190275,45277.117
190276,14224.768
190277,93296.03
190278,47635.76
190279,44193.96
